FilePath	IFD0:ImageDescription	XMP-iptcExt:ArtworkContentDescription	XMP-iptcExt:PersonInImage	XMP-dc:Subject	XMP-dc:Description	XMP-dc:Creator	XMP-photoshop:CaptionWriter	XMP-photoshop:City	XMP-photoshop:State	XMP-photoshop:Country	XMP-iptcCore:Location	XMP-iptcCore:CountryCode	XMP-iptcCore:SubjectCode	XMP-iptcCore:ExtDescrAccessibility	XMP-lr:HierarchicalSubject	IPTC:CodedCharacterSet	IPTC:ApplicationRecordVersion	IPTC:Keywords	IPTC:City	IPTC:Sub-location	IPTC:Province-State	IPTC:Country-PrimaryLocationCode	IPTC:Country-PrimaryLocationName	IPTC:Caption-Abstract	IPTC:Writer-Editor
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P12_S02.tif					Family (1947-1953) - Book 02, Page 12, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P13_S01.tif					Family (1947-1953) - Book 02, Page 13, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P13_S02.tif					Family (1947-1953) - Book 02, Page 13, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P14_S01.tif					Family (1947-1953) - Book 02, Page 14, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P14_S02.tif					Family (1947-1953) - Book 02, Page 14, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P15_S01.tif					Family (1947-1953) - Book 02, Page 15, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P15_S02.tif					Family (1947-1953) - Book 02, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P16_S01.tif					Family (1947-1953) - Book 02, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P16_S02.tif					Family (1947-1953) - Book 02, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P17_S01.tif					Family (1947-1953) - Book 02, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P17_S02.tif					Family (1947-1953) - Book 02, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P18_S01.tif					Family (1947-1953) - Book 02, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P18_S02.tif					Family (1947-1953) - Book 02, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P19_S01.tif					Family (1947-1953) - Book 02, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P19_S02.tif					Family (1947-1953) - Book 02, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P20_S01.tif					Family (1947-1953) - Book 02, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P20_S02.tif					Family (1947-1953) - Book 02, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P21_S01.tif					Family (1947-1953) - Book 02, Page 21, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P21_S02.tif					Family (1947-1953) - Book 02, Page 21, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P22_S01.tif					Family (1947-1953) - Book 02, Page 22, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P22_S02.tif					Family (1947-1953) - Book 02, Page 22, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P23_S01.tif					Family (1947-1953) - Book 02, Page 23, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P23_S02.tif					Family (1947-1953) - Book 02, Page 23, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P24_S01.tif					Family (1947-1953) - Book 02, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P24_S02.tif					Family (1947-1953) - Book 02, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P25_S01.tif					Family (1947-1953) - Book 02, Page 25, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P25_S02.tif					Family (1947-1953) - Book 02, Page 25, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P26_S01.tif					Family (1947-1953) - Book 02, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P26_S02.tif					Family (1947-1953) - Book 02, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P27_S01.tif					Family (1947-1953) - Book 02, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P27_S02.tif					Family (1947-1953) - Book 02, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P28_S01.tif					Family (1947-1953) - Book 02, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P28_S02.tif					Family (1947-1953) - Book 02, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P29_S01.tif					Family (1947-1953) - Book 02, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P29_S02.tif					Family (1947-1953) - Book 02, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P30_S01.tif					Family (1947-1953) - Book 02, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P30_S02.tif					Family (1947-1953) - Book 02, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P31_S01.tif					Family (1947-1953) - Book 02, Page 31, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P31_S02.tif					Family (1947-1953) - Book 02, Page 31, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P32_S01.tif					Family (1947-1953) - Book 02, Page 32, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P32_S02.tif					Family (1947-1953) - Book 02, Page 32, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P33_S01.tif					Family (1947-1953) - Book 02, Page 33, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P33_S02.tif					Family (1947-1953) - Book 02, Page 33, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P34_S01.tif					Family (1947-1953) - Book 02, Page 34, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P34_S02.tif					Family (1947-1953) - Book 02, Page 34, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P35_S01.tif					Family (1947-1953) - Book 02, Page 35, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P35_S02.tif		California TV was at 239 North Vermont Avenue, Los Angeles, CA			Family (1947-1953) - Book 02, Page 35, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P36_S01.tif					Family (1947-1953) - Book 02, Page 36, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P36_S02.tif					Family (1947-1953) - Book 02, Page 36, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P37_S01.tif					Family (1947-1953) - Book 02, Page 37, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P37_S02.tif					Family (1947-1953) - Book 02, Page 37, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P38_S01.tif					Family (1947-1953) - Book 02, Page 38, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P38_S02.tif					Family (1947-1953) - Book 02, Page 38, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P39_S01.tif					Family (1947-1953) - Book 02, Page 39, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P39_S02.tif					Family (1947-1953) - Book 02, Page 39, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P40_S01.tif					Family (1947-1953) - Book 02, Page 40, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1947-1953_B02_Archive\Family_1947-1953_B02_P40_S02.tif					Family (1947-1953) - Book 02, Page 40, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P01_S01.tif					Family (1953-1960) - Book 03, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P02_S01.tif					Family (1953-1960) - Book 03, Page 02, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P02_S02.tif					Family (1953-1960) - Book 03, Page 02, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P03_S01.tif					Family (1953-1960) - Book 03, Page 03, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P03_S02.tif					Family (1953-1960) - Book 03, Page 03, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P04_S01.tif					Family (1953-1960) - Book 03, Page 04, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P04_S02.tif					Family (1953-1960) - Book 03, Page 04, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P05_S01.tif					Family (1953-1960) - Book 03, Page 05, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P05_S02.tif					Family (1953-1960) - Book 03, Page 05, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P06_S01.tif					Family (1953-1960) - Book 03, Page 06, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P06_S02.tif					Family (1953-1960) - Book 03, Page 06, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P07_S01.tif					Family (1953-1960) - Book 03, Page 07, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P07_S02.tif					Family (1953-1960) - Book 03, Page 07, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P08_S01.tif					Family (1953-1960) - Book 03, Page 08, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P08_S02.tif					Family (1953-1960) - Book 03, Page 08, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P09_S01.tif					Family (1953-1960) - Book 03, Page 09, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P09_S02.tif					Family (1953-1960) - Book 03, Page 09, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P10_S01.tif					Family (1953-1960) - Book 03, Page 10, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P10_S02.tif					Family (1953-1960) - Book 03, Page 10, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P11_S01.tif					Family (1953-1960) - Book 03, Page 11, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P11_S02.tif					Family (1953-1960) - Book 03, Page 11, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P12_S01.tif					Family (1953-1960) - Book 03, Page 12, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P12_S02.tif					Family (1953-1960) - Book 03, Page 12, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P13_S01.tif					Family (1953-1960) - Book 03, Page 13, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P13_S02.tif					Family (1953-1960) - Book 03, Page 13, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P14_S01.tif					Family (1953-1960) - Book 03, Page 14, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P14_S02.tif					Family (1953-1960) - Book 03, Page 14, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P15_S01.tif					Family (1953-1960) - Book 03, Page 15, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P15_S02.tif					Family (1953-1960) - Book 03, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P16_S01.tif					Family (1953-1960) - Book 03, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P16_S02.tif					Family (1953-1960) - Book 03, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P17_S01.tif					Family (1953-1960) - Book 03, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P17_S02.tif					Family (1953-1960) - Book 03, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P18_S01.tif					Family (1953-1960) - Book 03, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P18_S02.tif					Family (1953-1960) - Book 03, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P19_S01.tif					Family (1953-1960) - Book 03, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P19_S02.tif					Family (1953-1960) - Book 03, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P20_S01.tif					Family (1953-1960) - Book 03, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P20_S02.tif					Family (1953-1960) - Book 03, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P21_S01.tif					Family (1953-1960) - Book 03, Page 21, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P21_S02.tif					Family (1953-1960) - Book 03, Page 21, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P22_S01.tif					Family (1953-1960) - Book 03, Page 22, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P22_S02.tif					Family (1953-1960) - Book 03, Page 22, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P23_S01.tif					Family (1953-1960) - Book 03, Page 23, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P23_S02.tif					Family (1953-1960) - Book 03, Page 23, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P24_S01.tif					Family (1953-1960) - Book 03, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P24_S02.tif					Family (1953-1960) - Book 03, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P25_S01.tif					Family (1953-1960) - Book 03, Page 25, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P25_S02.tif					Family (1953-1960) - Book 03, Page 25, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P26_S01.tif					Family (1953-1960) - Book 03, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P26_S02.tif					Family (1953-1960) - Book 03, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P27_S01.tif					Family (1953-1960) - Book 03, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P27_S02.tif					Family (1953-1960) - Book 03, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P28_S01.tif					Family (1953-1960) - Book 03, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P28_S02.tif					Family (1953-1960) - Book 03, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P29_S01.tif					Family (1953-1960) - Book 03, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P29_S02.tif					Family (1953-1960) - Book 03, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P30_S01.tif		Monica & Roy Johnson's home, Nancy was their daughter. Monica is Audrey's 1st cousin on her mother's side. 1530 Charlton Rd, San Marino, California		"[""""]"	Family (1953-1960) - Book 03, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P30_S02.tif		Monica & Roy Johnson's home, Nancy was their daughter. Monica is Audrey's 1st cousin on her mother's side. 1530 Charlton Rd, San Marino, California			Family (1953-1960) - Book 03, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P31_S01.tif					Family (1953-1960) - Book 03, Page 31, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P31_S02.tif					Family (1953-1960) - Book 03, Page 31, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P32_S01.tif					Family (1953-1960) - Book 03, Page 32, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P32_S02.tif					Family (1953-1960) - Book 03, Page 32, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P33_S01.tif					Family (1953-1960) - Book 03, Page 33, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P33_S02.tif					Family (1953-1960) - Book 03, Page 33, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P34_S01.tif					Family (1953-1960) - Book 03, Page 34, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P34_S02.tif					Family (1953-1960) - Book 03, Page 34, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P35_S01.tif					Family (1953-1960) - Book 03, Page 35, Scan S01 of 1 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P36_S01.tif					Family (1953-1960) - Book 03, Page 36, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P36_S02.tif					Family (1953-1960) - Book 03, Page 36, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P37_S01.tif					Family (1953-1960) - Book 03, Page 37, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P37_S02.tif					Family (1953-1960) - Book 03, Page 37, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P38_S01.tif					Family (1953-1960) - Book 03, Page 38, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P38_S02.tif					Family (1953-1960) - Book 03, Page 38, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P39_S01.tif					Family (1953-1960) - Book 03, Page 39, Scan S01 of 1 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P40_S01.tif		"""Pigeon"" on the cake was Leslie's nickname for Darlene."			Family (1953-1960) - Book 03, Page 40, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P40_S02.tif		"""Pigeon"" on the cake was Leslie's nickname for Darlene."			Family (1953-1960) - Book 03, Page 40, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P41_S01.tif					Family (1953-1960) - Book 03, Page 41, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1953-1960_B03_Archive\Family_1953-1960_B03_P41_S02.tif					Family (1953-1960) - Book 03, Page 41, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P01_S01.tif					Family (1980-1985) - Book 08, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P02_S01.tif					Family (1980-1985) - Book 08, Page 02, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
