FilePath	IFD0:ImageDescription	XMP-iptcExt:ArtworkContentDescription	XMP-iptcExt:PersonInImage	XMP-dc:Subject	XMP-dc:Description	XMP-dc:Creator	XMP-photoshop:CaptionWriter	XMP-photoshop:City	XMP-photoshop:State	XMP-photoshop:Country	XMP-iptcCore:Location	XMP-iptcCore:CountryCode	XMP-iptcCore:SubjectCode	XMP-iptcCore:ExtDescrAccessibility	XMP-lr:HierarchicalSubject	IPTC:CodedCharacterSet	IPTC:ApplicationRecordVersion	IPTC:Keywords	IPTC:City	IPTC:Sub-location	IPTC:Province-State	IPTC:Country-PrimaryLocationCode	IPTC:Country-PrimaryLocationName	IPTC:Caption-Abstract	IPTC:Writer-Editor
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P15_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P16_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P16_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P17_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P17_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P18_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P18_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P19_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 19, Scan S01 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P19_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 19, Scan S02 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P19_S03.tif					PanamaCanalMexico (1987) - Book 00, Page 19, Scan S03 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P20_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 20, Scan S01 of 31 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P20_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 20, Scan S02 of 31 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P20_S031.tif					PanamaCanalMexico (1987) - Book 00, Page 20, Scan S31 of 31 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P21_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 21, Scan S01 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P21_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 21, Scan S02 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P21_S03.tif					PanamaCanalMexico (1987) - Book 00, Page 21, Scan S03 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P01_D01_01.jpg					Portugal (1988) - Book 00, Page 01, Derived D01_01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P01_D01_02.jpg					Portugal (1988) - Book 00, Page 01, Derived D01_02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P01_S01.tif					Portugal (1988) - Book 00, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P22_S01.tif					Portugal (1988) - Book 00, Page 22, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P22_S02.tif					Portugal (1988) - Book 00, Page 22, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P23_S01.tif					Portugal (1988) - Book 00, Page 23, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P23_S02.tif					Portugal (1988) - Book 00, Page 23, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P24_S01.tif					Portugal (1988) - Book 00, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P24_S02.tif					Portugal (1988) - Book 00, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P25_S01.tif					Portugal (1988) - Book 00, Page 25, Scan S01 of 3 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P25_S02.tif					Portugal (1988) - Book 00, Page 25, Scan S02 of 3 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P25_S03.tif					Portugal (1988) - Book 00, Page 25, Scan S03 of 3 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P26_S01.tif					Portugal (1988) - Book 00, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P26_S02.tif					Portugal (1988) - Book 00, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P27_S01.tif					Portugal (1988) - Book 00, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P27_S02.tif					Portugal (1988) - Book 00, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P28_S01.tif					Portugal (1988) - Book 00, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P28_S02.tif					Portugal (1988) - Book 00, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P29_S01.tif					Portugal (1988) - Book 00, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P29_S02.tif					Portugal (1988) - Book 00, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P30_S01.tif					Portugal (1988) - Book 00, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Portugal_1988_B00_Archive\Portugal_1988_B00_P30_S02.tif					Portugal (1988) - Book 00, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Portugal""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P01_D01_01.jpg					Russia (1984) - Book 01, Page 01, Derived D01_01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P01_D01_02.jpg					Russia (1984) - Book 01, Page 01, Derived D01_02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P01_S01.tif					Russia (1984) - Book 01, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P02_S01.tif					Russia (1984) - Book 01, Page 02, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P02_S02.tif					Russia (1984) - Book 01, Page 02, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P03_S01.tif					Russia (1984) - Book 01, Page 03, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P03_S02.tif					Russia (1984) - Book 01, Page 03, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P04_S01.tif					Russia (1984) - Book 01, Page 04, Scan S01 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P04_S02.tif					Russia (1984) - Book 01, Page 04, Scan S02 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P04_S03.tif					Russia (1984) - Book 01, Page 04, Scan S03 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P05_S01.tif					Russia (1984) - Book 01, Page 05, Scan S01 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P05_S02.tif					Russia (1984) - Book 01, Page 05, Scan S02 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P05_S03.tif					Russia (1984) - Book 01, Page 05, Scan S03 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P06_D01_01.tif					Russia (1984) - Book 01, Page 06, Derived D01_01 of 1 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P06_S01.tif					Russia (1984) - Book 01, Page 06, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P06_S02.tif					Russia (1984) - Book 01, Page 06, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P07_S01.tif					Russia (1984) - Book 01, Page 07, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P07_S02.tif					Russia (1984) - Book 01, Page 07, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P08_S01.tif					Russia (1984) - Book 01, Page 08, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P08_S02.tif					Russia (1984) - Book 01, Page 08, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P09_S01.tif					Russia (1984) - Book 01, Page 09, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P09_S02.tif					Russia (1984) - Book 01, Page 09, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P10_S01.tif					Russia (1984) - Book 01, Page 10, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P10_S02.tif					Russia (1984) - Book 01, Page 10, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P11_S01.tif					Russia (1984) - Book 01, Page 11, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P11_S02.tif					Russia (1984) - Book 01, Page 11, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P12_S01.tif					Russia (1984) - Book 01, Page 12, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P12_S02.tif					Russia (1984) - Book 01, Page 12, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P13_S01.tif					Russia (1984) - Book 01, Page 13, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P13_S02.tif					Russia (1984) - Book 01, Page 13, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P14_S01.tif					Russia (1984) - Book 01, Page 14, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P14_S02.tif					Russia (1984) - Book 01, Page 14, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P15_S01.tif					Russia (1984) - Book 01, Page 15, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P15_S02.tif					Russia (1984) - Book 01, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P16_S01.tif					Russia (1984) - Book 01, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P16_S02.tif					Russia (1984) - Book 01, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P17_S01.tif					Russia (1984) - Book 01, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P17_S02.tif					Russia (1984) - Book 01, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P18_S01.tif					Russia (1984) - Book 01, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P18_S02.tif					Russia (1984) - Book 01, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P19_S01.tif					Russia (1984) - Book 01, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P19_S02.tif					Russia (1984) - Book 01, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P20_D01_01.tif					Russia (1984) - Book 01, Page 20, Derived D01_01 of 1 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P20_S01.tif					Russia (1984) - Book 01, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P20_S02.tif					Russia (1984) - Book 01, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P21_S01.tif					Russia (1984) - Book 01, Page 21, Scan S01 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P21_S02.tif					Russia (1984) - Book 01, Page 21, Scan S02 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P21_S03.tif					Russia (1984) - Book 01, Page 21, Scan S03 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P22_D01_01.tif					Russia (1984) - Book 01, Page 22, Derived D01_01 of 1 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P22_S01.tif					Russia (1984) - Book 01, Page 22, Scan S01 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P22_S02.tif					Russia (1984) - Book 01, Page 22, Scan S02 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P22_S03.tif					Russia (1984) - Book 01, Page 22, Scan S03 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P23_D01_01.tif					Russia (1984) - Book 01, Page 23, Derived D01_01 of 1 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P23_S01.tif					Russia (1984) - Book 01, Page 23, Scan S01 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P23_S02.tif					Russia (1984) - Book 01, Page 23, Scan S02 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P23_S03.tif					Russia (1984) - Book 01, Page 23, Scan S03 of 3 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P24_S01.tif					Russia (1984) - Book 01, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P24_S02.tif					Russia (1984) - Book 01, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P25_S01.tif					Russia (1984) - Book 01, Page 25, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P25_S02.tif					Russia (1984) - Book 01, Page 25, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P26_S01.tif					Russia (1984) - Book 01, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P26_S02.tif					Russia (1984) - Book 01, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P27_S01.tif					Russia (1984) - Book 01, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P27_S02.tif					Russia (1984) - Book 01, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P28_S01.tif					Russia (1984) - Book 01, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P28_S02.tif					Russia (1984) - Book 01, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P29_S01.tif					Russia (1984) - Book 01, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P29_S02.tif					Russia (1984) - Book 01, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P30_S01.tif					Russia (1984) - Book 01, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Russia""]"							
Photo Albums\Russia_1984_B01_Archive\Russia_1984_B01_P30_S02.tif					Russia (1984) - Book 01, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Russia""]"							
